sensor_id,oid,timestamp,X,Y
1,18938,2019-10-09 07:09:00,5156,7990
1,19849,2019-10-15 02:04:00,6134,1481
1,19922,2019-10-22 12:04:00,3340,9580
1,20038,2019-10-10 14:10:00,4850,5309
1,20089,2019-10-04 00:09:00,2116,7809
1,20571,2019-10-13 04:03:00,9494,6071
1,20897,2019-10-27 02:08:00,3974,1478
1,20917,2019-10-03 03:05:00,198,2422
1,21199,2019-10-06 10:01:00,745,7163
1,21433,2019-10-19 16:05:00,5654,7008
1,21597,2019-10-30 19:12:00,1417,1226
1,21838,2019-10-16 13:10:00,1814,4914
1,22055,2019-10-28 14:10:00,2199,8715
1,22079,2019-10-07 00:01:00,2378,7161
1,22834,2019-10-12 13:08:00,5904,9388
1,22855,2019-10-30 23:09:00,9715,1125
1,22911,2019-10-10 09:08:00,1547,3307
1,23187,2019-10-20 20:08:00,8867,8576
1,23697,2019-10-14 03:09:00,7477,2721
1,23883,2019-10-23 10:10:00,6007,1118
1,23943,2019-10-12 18:12:00,6101,1424
1,24032,2019-10-19 09:10:00,937,2221
1,24076,2019-10-20 08:12:00,3003,615
1,24129,2019-10-03 22:03:00,8763,4243
1,24238,2019-10-05 22:08:00,5156,7990
1,24875,2019-10-05 09:07:00,439,1469
1,25010,2019-10-12 08:01:00,1638,9218
1,25345,2019-10-08 08:12:00,7410,9743
1,25351,2019-10-24 03:11:00,7978,9215
1,25892,2019-10-05 19:10:00,3933,6348
1,25906,2019-10-11 01:02:00,4024,9381
1,25946,2019-10-07 08:04:00,1555,9247
1,26002,2019-10-08 17:07:00,9174,4997
1,26261,2019-10-27 07:05:00,9640,7735
1,26328,2019-10-20 16:03:00,747,5553
1,26382,2019-10-31 18:10:00,7848,6297
1,26593,2019-10-11 22:02:00,5968,7098
1,27064,2019-10-12 13:10:00,9355,9907
1,27075,2019-10-17 12:09:00,7362,1711
1,28241,2019-10-19 16:02:00,8781,7397
1,28588,2019-10-17 19:04:00,2993,605
1,28676,2019-10-12 01:09:00,5412,3529
1,28723,2019-10-21 14:10:00,3506,5872
1,29044,2019-10-03 16:08:00,9711,2598
1,29331,2019-10-10 20:08:00,3847,3611
1,29425,2019-10-26 17:12:00,3845,957
1,29616,2019-10-01 02:03:00,7848,6297
1,29776,2019-10-09 22:09:00,4533,4867
1,29803,2019-10-31 22:10:00,8566,5664
1,29959,2019-10-24 18:01:00,2958,3271
1,30233,2019-10-31 14:10:00,9974,3643
1,30729,2019-10-10 22:03:00,4082,6373
1,30860,2019-10-16 18:07:00,3078,9798
1,30927,2019-10-20 10:06:00,5340,246
1,31012,2019-10-20 11:08:00,1182,5830
1,31395,2019-10-04 22:02:00,5420,3456
1,31537,2019-10-17 22:05:00,1390,4730
1,31551,2019-10-22 00:08:00,1392,3487
1,31599,2019-10-10 03:09:00,6643,6087
1,31656,2019-10-30 13:11:00,2849,9435
1,31759,2019-10-16 10:06:00,6133,2818
1,32197,2019-10-19 03:06:00,9800,6122
1,32913,2019-10-03 20:12:00,8793,3748
1,32984,2019-10-23 11:06:00,8190,9226
1,33505,2019-10-07 00:10:00,5548,1938
1,33528,2019-10-20 00:01:00,4823,5619
1,33567,2019-10-11 12:01:00,73,4651
1,33710,2019-10-16 01:02:00,4105,2176
1,33757,2019-10-05 09:01:00,3383,3439
1,33845,2019-10-16 06:08:00,9191,709
1,34065,2019-10-05 14:01:00,9904,1895
1,34241,2019-10-14 07:03:00,573,9930
1,34477,2019-10-26 15:07:00,743,4814
1,34524,2019-10-09 06:02:00,7848,6297
1,34550,2019-10-13 19:12:00,4105,2176
1,34558,2019-10-24 08:06:00,237,4231
1,34628,2019-10-03 09:07:00,1182,5830
1,34856,2019-10-04 23:01:00,3933,6348
1,34865,2019-10-12 21:07:00,8859,3246
1,35212,2019-10-05 18:03:00,3537,7686
1,35585,2019-10-25 02:07:00,4018,3295
1,36024,2019-10-19 19:06:00,7030,9400
1,36071,2019-10-09 00:11:00,6842,9750
1,36175,2019-10-07 05:07:00,5515,2234
1,36419,2019-10-06 19:04:00,899,622
1,36671,2019-10-17 18:01:00,6011,3274
1,36809,2019-10-30 18:05:00,9436,8274
1,36911,2019-10-21 17:07:00,1789,2400
1,36987,2019-10-24 11:10:00,4286,8345
1,37127,2019-10-03 22:03:00,4642,3055
1,37294,2019-10-30 01:05:00,5405,3522
1,37405,2019-10-22 11:07:00,6824,3323
1,37483,2019-10-02 10:01:00,4038,2201
1,37629,2019-10-07 00:04:00,2464,7377
1,38095,2019-10-18 08:06:00,693,5291
1,38189,2019-10-18 04:10:00,5934,7176
1,38647,2019-10-22 00:03:00,9667,1706
1,38651,2019-10-19 05:04:00,7809,5273
1,38762,2019-10-27 17:09:00,7348,2628
1,39917,2019-10-17 18:12:00,997,2288
1,40091,2019-10-08 02:09:00,709,6284
1,40285,2019-10-17 17:06:00,5607,3866
1,40350,2019-10-06 06:07:00,5826,8030
1,40609,2019-10-21 06:09:00,1207,8389
1,41141,2019-10-07 09:05:00,5885,5530
1,41576,2019-10-10 14:02:00,1997,3867
1,42639,2019-10-01 12:06:00,4738,9954
1,42708,2019-10-28 04:05:00,7030,9400
1,42861,2019-10-01 10:04:00,4640,7116
1,42935,2019-10-26 03:01:00,1807,7051
1,43527,2019-10-05 03:11:00,3277,2156
1,43871,2019-10-09 15:02:00,476,7303
1,43983,2019-10-16 11:05:00,3148,6170
1,44035,2019-10-12 01:06:00,8723,4514
1,44193,2019-10-28 23:10:00,6256,5959
1,44253,2019-10-26 19:09:00,3542,5585
1,44336,2019-10-02 02:12:00,5459,3576
1,44399,2019-10-25 00:01:00,6261,7263
1,44479,2019-10-23 02:03:00,7512,8083
1,44524,2019-10-30 09:12:00,9181,5004
1,44566,2019-10-30 04:07:00,9851,6604
1,45338,2019-10-18 03:12:00,1182,5830
1,45355,2019-10-10 00:09:00,5902,1616
1,46647,2019-10-18 09:11:00,7308,393
1,46875,2019-10-23 17:03:00,9185,9892
1,47133,2019-10-24 23:05:00,8225,6195
1,47533,2019-10-05 08:05:00,1920,7737
1,47884,2019-10-02 23:12:00,5459,3576
1,48013,2019-10-01 11:11:00,4315,8533
1,48085,2019-10-08 08:09:00,8682,533
1,48170,2019-10-15 20:08:00,3969,3575
1,48386,2019-10-29 07:04:00,9181,5004
1,48673,2019-10-25 08:10:00,952,4746
1,49304,2019-10-17 03:03:00,8310,5902
1,49548,2019-10-21 09:08:00,7848,6297
1,49859,2019-10-18 15:01:00,595,1137
1,49971,2019-10-13 11:12:00,7274,3732
1,50369,2019-10-03 07:11:00,6015,5783
1,50471,2019-10-13 16:03:00,7082,4515
1,50556,2019-10-16 05:09:00,1997,3867
1,50559,2019-10-24 19:06:00,890,4146
1,50694,2019-10-06 03:07:00,5554,9181
1,50733,2019-10-31 09:03:00,4051,2867
1,51592,2019-10-18 16:10:00,2689,6546
1,51629,2019-10-25 09:02:00,6486,1519
1,52173,2019-10-17 12:02:00,7533,5891
1,52422,2019-10-12 11:10:00,8310,5902
1,52461,2019-10-12 01:11:00,5764,7157
1,52582,2019-10-23 23:11:00,3340,9580
1,52643,2019-10-03 20:02:00,1864,2319
1,52708,2019-10-26 13:08:00,3340,9580
1,52864,2019-10-12 07:04:00,2690,6547
1,53187,2019-10-22 20:01:00,1987,918
1,53303,2019-10-21 14:11:00,2906,4930
1,53351,2019-10-11 01:10:00,7004,5245
1,53518,2019-10-17 11:10:00,9614,42
1,53528,2019-10-13 22:03:00,8804,3589
1,53801,2019-10-16 19:12:00,4156,6989
1,53859,2019-10-13 10:05:00,1469,5113
1,54111,2019-10-11 05:08:00,1989,7719
1,54328,2019-10-22 12:02:00,5904,9388
1,54580,2019-10-08 16:07:00,2993,605
1,55209,2019-10-06 18:06:00,6229,1808
1,55779,2019-10-06 08:05:00,6907,7619
1,56391,2019-10-28 07:02:00,1968,696
1,56644,2019-10-28 16:03:00,7848,6297
1,56982,2019-10-11 15:11:00,3932,6347
1,57203,2019-10-24 22:02:00,6979,7966
1,57556,2019-10-09 18:11:00,103,3712
1,57880,2019-10-10 19:02:00,4850,5309
1,58011,2019-10-04 08:06:00,2950,7103
1,58027,2019-10-21 16:03:00,2147,4161
1,58551,2019-10-02 14:05:00,2810,8362
1,58716,2019-10-23 07:04:00,5397,3514
1,58755,2019-10-14 20:11:00,9913,7870
1,58763,2019-10-03 06:06:00,4143,2593
1,58774,2019-10-16 08:12:00,2969,581
1,58889,2019-10-21 23:05:00,3511,7765
1,59304,2019-10-28 08:03:00,3078,9798
1,59318,2019-10-27 17:05:00,9031,9311
1,59554,2019-10-06 19:08:00,5554,9181
1,59632,2019-10-12 22:07:00,4850,5309
1,59753,2019-10-19 00:06:00,6884,8671
1,59995,2019-10-24 09:04:00,7281,5809
1,60067,2019-10-01 01:03:00,9206,5795
1,60564,2019-10-09 22:07:00,1084,9813
1,60681,2019-10-11 13:06:00,2406,4500
1,60685,2019-10-29 05:05:00,6553,8170
1,61176,2019-10-18 12:03:00,7334,8467
1,61289,2019-10-17 15:02:00,9238,9212
1,61415,2019-10-25 02:03:00,4279,2004
1,61467,2019-10-24 00:09:00,4870,9761
1,62374,2019-10-19 16:02:00,9181,5004
1,62408,2019-10-21 14:02:00,1638,9218
1,62471,2019-10-24 23:01:00,701,1464
1,62568,2019-10-06 15:11:00,2022,8246
1,62607,2019-10-27 05:11:00,7057,459
1,62857,2019-10-04 18:04:00,1716,5693
1,62913,2019-10-25 08:03:00,2492,6904
1,62944,2019-10-15 13:02:00,1084,9813
1,63172,2019-10-27 09:08:00,3214,6923
1,63423,2019-10-07 00:04:00,2470,2114
1,63560,2019-10-09 23:07:00,937,2221
1,63567,2019-10-30 03:10:00,9571,3667
1,64411,2019-10-17 21:02:00,1326,2239
1,64824,2019-10-22 19:07:00,3214,6923
1,64869,2019-10-23 06:03:00,9265,6261
1,64896,2019-10-01 14:12:00,2200,8791
1,64980,2019-10-23 07:04:00,2166,8073
1,65696,2019-10-08 20:03:00,6160,403
1,65799,2019-10-30 22:04:00,7671,8558
1,66030,2019-10-31 11:05:00,1084,9813
1,66139,2019-10-01 08:05:00,1850,9694
1,66432,2019-10-25 07:01:00,8804,3589
1,66457,2019-10-25 17:11:00,7379,6938
1,66493,2019-10-27 10:12:00,1012,5633
1,66666,2019-10-12 14:06:00,2962,574
1,67101,2019-10-19 20:05:00,3709,4330
1,67463,2019-10-11 18:02:00,9038,1845
1,67647,2019-10-08 21:01:00,7891,105
1,67808,2019-10-27 21:02:00,395,6127
1,68012,2019-10-25 02:10:00,5837,9019
1,68108,2019-10-15 21:03:00,1555,9247
1,68717,2019-10-04 12:03:00,773,8938
1,68913,2019-10-21 01:02:00,2775,4245
1,69271,2019-10-16 13:05:00,676,6019
1,69311,2019-10-19 06:06:00,5280,1460
1,69427,2019-10-01 19:07:00,8255,9931
1,70023,2019-10-25 23:12:00,6169,1845
1,70272,2019-10-18 21:06:00,4178,2249
1,70641,2019-10-10 08:07:00,2172,8812
1,71079,2019-10-31 08:08:00,2103,7456
1,71193,2019-10-13 10:04:00,2450,9015
1,71245,2019-10-13 06:12:00,2526,6779
1,71693,2019-10-09 11:09:00,6282,8382
1,72463,2019-10-10 06:11:00,6202,6674
1,72478,2019-10-20 20:06:00,9174,4997
1,73085,2019-10-11 15:01:00,6496,9493
1,73297,2019-10-16 05:07:00,4463,570
1,73435,2019-10-05 15:07:00,4766,144
1,73777,2019-10-24 14:09:00,2648,9254
1,74122,2019-10-30 13:03:00,4533,1081
1,74644,2019-10-15 19:11:00,3003,615
1,74769,2019-10-13 20:10:00,5487,4448
1,74837,2019-10-15 17:07:00,6501,6448
1,74913,2019-10-17 22:06:00,9289,7809
1,75016,2019-10-11 13:06:00,54,4822
1,75561,2019-10-13 19:02:00,4048,4068
1,75647,2019-10-30 05:07:00,9150,2078
1,76095,2019-10-29 22:01:00,8,7112
1,76375,2019-10-22 06:02:00,2979,1194
1,76547,2019-10-17 11:11:00,9900,8784
1,76576,2019-10-07 16:03:00,7185,5063
1,76611,2019-10-25 18:10:00,3715,6806
1,76681,2019-10-05 22:05:00,7833,5472
1,76711,2019-10-10 08:06:00,1450,6945
1,77458,2019-10-12 23:12:00,1915,9036
1,77907,2019-10-09 00:09:00,7032,6071
1,78089,2019-10-11 17:12:00,3474,1928
1,78188,2019-10-08 20:12:00,5904,9388
1,78195,2019-10-21 22:11:00,2072,415
1,78223,2019-10-25 05:12:00,2260,5362
1,78298,2019-10-26 20:06:00,8902,8917
1,78306,2019-10-13 16:06:00,7945,5524
1,78342,2019-10-20 09:01:00,4866,966
1,78668,2019-10-15 23:10:00,2689,6546
1,78928,2019-10-22 04:07:00,8190,9226
1,79359,2019-10-14 23:03:00,8699,7615
1,79445,2019-10-30 12:10:00,4902,1186
1,79458,2019-10-24 17:12:00,3078,9798
1,79459,2019-10-20 00:11:00,2379,2942
1,79495,2019-10-04 03:08:00,3281,1866
1,79511,2019-10-05 22:11:00,3298,6519
1,79614,2019-10-13 13:06:00,2690,6547
1,79945,2019-10-26 16:10:00,6949,8826
1,80005,2019-10-21 09:08:00,3356,5912
1,80065,2019-10-03 05:02:00,6377,1257
1,80305,2019-10-14 18:07:00,9863,6708
1,80352,2019-10-13 04:03:00,9355,9907
1,80858,2019-10-02 02:09:00,5192,802
1,80923,2019-10-10 23:11:00,758,5650
1,81343,2019-10-30 14:11:00,9174,5794
1,81397,2019-10-12 07:07:00,3742,3514
1,82022,2019-10-13 08:05:00,3643,1433
1,82446,2019-10-25 14:01:00,7030,9400
1,82589,2019-10-10 10:08:00,9817,5332
1,82888,2019-10-04 21:11:00,4823,5619
1,82938,2019-10-23 01:10:00,5837,9019
1,83306,2019-10-19 09:07:00,9120,4943
1,83505,2019-10-10 07:12:00,3179,9008
1,83772,2019-10-14 23:03:00,937,2221
1,84003,2019-10-04 09:04:00,3905,8334
1,84175,2019-10-12 03:01:00,2023,2347
1,84609,2019-10-25 04:04:00,5689,2417
1,84662,2019-10-06 17:03:00,4866,966
1,84676,2019-10-19 11:04:00,2949,561
1,85207,2019-10-18 02:05:00,6105,4200
1,85370,2019-10-29 03:05:00,8009,6644
1,85543,2019-10-12 08:09:00,3995,9211
1,85604,2019-10-12 11:08:00,9614,42
1,85720,2019-10-30 18:04:00,7185,5063
1,85857,2019-10-18 00:06:00,3047,7438
1,85879,2019-10-15 04:07:00,5498,1301
1,86444,2019-10-07 02:09:00,1182,5830
1,86483,2019-10-16 14:09:00,594,9620
1,86504,2019-10-02 11:03:00,8009,7960
1,86613,2019-10-03 08:05:00,122,2554
1,86665,2019-10-15 13:04:00,3116,3922
1,86968,2019-10-29 11:10:00,9031,9311
1,87238,2019-10-28 13:03:00,4110,2181
1,87368,2019-10-29 14:07:00,1997,3867
1,87489,2019-10-17 15:02:00,6463,5385
1,87841,2019-10-05 17:11:00,5108,5927
1,88273,2019-10-11 13:08:00,6494,7759
1,88277,2019-10-17 09:04:00,9090,2930
1,88538,2019-10-24 14:04:00,686,5110
1,88581,2019-10-22 21:01:00,8263,6667
1,88753,2019-10-16 15:08:00,4483,6559
1,88792,2019-10-28 04:12:00,2689,6546
1,88929,2019-10-30 05:05:00,3300,7138
1,89599,2019-10-26 23:11:00,3533,5921
1,89751,2019-10-22 12:09:00,141,7029
1,90181,2019-10-01 05:01:00,3908,7904
1,90204,2019-10-07 13:01:00,5829,9011
1,90516,2019-10-02 00:10:00,9174,4997
1,91057,2019-10-12 17:12:00,2933,9805
1,91309,2019-10-12 05:04:00,391,2663
1,91929,2019-10-11 21:04:00,1774,9936
1,92206,2019-10-26 19:07:00,1814,4914
1,92266,2019-10-07 04:12:00,4110,2181
1,92977,2019-10-17 21:01:00,2677,1683
1,93407,2019-10-06 02:10:00,5679,4844
1,93681,2019-10-19 02:10:00,8812,7948
1,93870,2019-10-05 09:07:00,3930,9277
1,93891,2019-10-19 12:05:00,9189,1072
1,94042,2019-10-05 02:02:00,9181,5004
1,94091,2019-10-02 07:03:00,5936,3261
1,94535,2019-10-25 17:11:00,4302,3779
1,94861,2019-10-24 06:01:00,273,3219
1,94905,2019-10-01 21:05:00,9196,9468
1,95625,2019-10-06 02:11:00,1515,5096
1,95711,2019-10-12 13:11:00,1787,6169
1,95758,2019-10-27 17:06:00,1555,9247
1,95861,2019-10-25 11:04:00,2771,8278
1,96127,2019-10-01 10:08:00,8171,3426
1,96647,2019-10-21 17:01:00,692,8975
1,96801,2019-10-25 17:07:00,6205,7041
1,97715,2019-10-10 16:04:00,3772,9487
1,97736,2019-10-21 18:04:00,8009,7960
1,98026,2019-10-19 02:08:00,4533,1081
1,98256,2019-10-03 08:08:00,2969,581
1,98297,2019-10-18 18:10:00,6736,3264
1,98309,2019-10-17 12:08:00,3200,136
1,98327,2019-10-05 18:05:00,919,9761
1,98594,2019-10-13 10:12:00,2689,6546
1,98723,2019-10-25 04:02:00,8472,8411
1,98863,2019-10-06 23:06:00,739,3902
1,99053,2019-10-15 01:04:00,1346,6737
1,99500,2019-10-27 03:08:00,4178,2249
2,201,2019-10-15 18:07:00,8502,3183
2,2016,2019-10-07 04:07:00,9729,2616
2,2141,2019-10-21 00:02:00,5990,1269
2,2477,2019-10-25 08:02:00,3145,1892
2,2733,2019-10-11 17:09:00,2556,3093
2,2883,2019-10-22 11:04:00,2177,71
2,2962,2019-10-22 00:09:00,2429,9924
2,3100,2019-10-16 16:08:00,2429,9924
2,3241,2019-10-12 00:08:00,6840,9975
2,3327,2019-10-07 17:02:00,1173,1777
2,3667,2019-10-01 17:08:00,1046,6616
2,3669,2019-10-12 01:06:00,8606,8710
2,3756,2019-10-27 22:09:00,9355,9907
2,4608,2019-10-30 15:05:00,5192,802
2,4698,2019-10-29 18:11:00,2689,6546
2,4802,2019-10-30 04:04:00,7848,6297
2,4817,2019-10-22 22:12:00,3413,5360
2,4895,2019-10-15 12:12:00,2653,6651
2,4897,2019-10-10 23:10:00,8907,5876
2,5426,2019-10-06 07:04:00,3933,6348
2,5475,2019-10-09 03:03:00,6934,2529
2,5494,2019-10-29 03:01:00,9174,4997
2,5839,2019-10-16 09:03:00,3327,2649
2,6573,2019-10-17 08:05:00,6386,2759
2,6904,2019-10-03 05:10:00,237,4231
2,7020,2019-10-29 00:08:00,1084,9813
2,7048,2019-10-29 05:12:00,3537,7686
2,7226,2019-10-01 03:07:00,3214,6923
2,7565,2019-10-30 20:01:00,626,5805
2,7703,2019-10-11 02:04:00,4916,8860
2,7857,2019-10-05 23:06:00,8708,9353
2,8781,2019-10-31 15:01:00,7882,8082
2,9719,2019-10-04 02:01:00,6999,1602
2,9900,2019-10-06 10:06:00,7348,2628
2,10326,2019-10-30 20:08:00,1814,4914
2,10361,2019-10-21 06:11:00,7025,7934
2,10442,2019-10-08 20:02:00,8009,7960
2,10513,2019-10-07 17:08:00,6257,9693
2,10907,2019-10-06 20:01:00,5466,1496
2,10989,2019-10-17 03:09:00,7567,5203
2,11116,2019-10-02 06:12:00,4087,9649
2,11221,2019-10-06 22:09:00,1974,4888
2,11255,2019-10-24 18:02:00,4558,8149
2,11577,2019-10-31 22:12:00,5805,7748
2,11856,2019-10-14 15:05:00,7295,8428
2,12314,2019-10-26 00:03:00,3780,3254
2,12606,2019-10-18 08:05:00,7295,8428
2,12770,2019-10-04 12:01:00,2993,605
2,13423,2019-10-14 03:06:00,9480,5947
2,13671,2019-10-23 06:02:00,7687,7047
2,13850,2019-10-23 01:09:00,54,4822
2,14498,2019-10-27 13:02:00,7295,8428
2,14636,2019-10-15 03:10:00,686,5110
2,14695,2019-10-15 04:09:00,8005,9837
2,15066,2019-10-18 06:10:00,2166,8073
2,15130,2019-10-26 13:09:00,1814,4914
2,15507,2019-10-09 21:01:00,3161,3376
2,15694,2019-10-01 21:12:00,6160,403
2,15966,2019-10-01 00:09:00,9832,1915
2,16543,2019-10-13 07:05:00,2414,7019
2,16770,2019-10-23 17:01:00,3340,9580
2,17085,2019-10-27 23:07:00,7138,8101
2,17823,2019-10-28 14:06:00,718,6023
2,17913,2019-10-29 13:12:00,8468,1027
2,19086,2019-10-23 20:07:00,4499,433
2,19104,2019-10-01 10:07:00,3003,615
2,19320,2019-10-10 06:09:00,6256,1508
2,19373,2019-10-02 02:10:00,5455,1413
2,19426,2019-10-05 17:04:00,2022,8246
2,19569,2019-10-17 07:02:00,9211,7743
2,19595,2019-10-24 14:02:00,3270,1911
2,20136,2019-10-15 12:12:00,3932,6347
2,20394,2019-10-08 18:04:00,3430,6249
2,20411,2019-10-02 03:09:00,4663,204
2,20439,2019-10-02 04:06:00,6907,960
2,20808,2019-10-22 01:12:00,5554,9181
2,21031,2019-10-09 03:12:00,307,8319
2,21117,2019-10-23 09:01:00,7470,7130
2,21262,2019-10-21 22:06:00,2690,6547
2,21601,2019-10-29 08:03:00,3881,366
2,21799,2019-10-22 02:01:00,1119,1425
2,21839,2019-10-23 03:08:00,4149,1447
2,21847,2019-10-21 19:07:00,218,3302
2,21900,2019-10-15 01:02:00,395,6127
2,21917,2019-10-21 06:12:00,8763,2082
2,21990,2019-10-31 00:01:00,2969,581
2,22356,2019-10-14 05:12:00,8310,5902
2,22629,2019-10-29 16:10:00,7618,6109
2,22647,2019-10-09 07:11:00,5669,3790
2,22723,2019-10-16 22:01:00,9909,5519
2,22880,2019-10-28 05:05:00,7334,8467
2,22955,2019-10-31 09:07:00,4772,6800
2,23091,2019-10-12 22:04:00,6888,4732
2,23380,2019-10-04 03:12:00,1555,9247
2,23995,2019-10-18 17:06:00,857,9910
2,24405,2019-10-11 03:11:00,384,8519
2,24424,2019-10-12 03:12:00,4024,9381
2,24555,2019-10-03 09:01:00,5288,5236
2,24849,2019-10-27 16:02:00,3514,4589
2,25275,2019-10-08 14:04:00,557,1142
2,25994,2019-10-08 05:08:00,4024,9381
2,26054,2019-10-21 15:10:00,2969,581
2,26261,2019-10-02 12:09:00,6969,5237
2,27105,2019-10-07 19:01:00,8358,382
2,27381,2019-10-08 02:04:00,8107,2733
2,27449,2019-10-20 23:10:00,3102,9542
2,27593,2019-10-19 21:08:00,3615,1036
2,27653,2019-10-06 23:04:00,5636,3370
2,27690,2019-10-03 23:10:00,9729,2616
2,27762,2019-10-10 22:05:00,5459,3576
2,27924,2019-10-03 19:04:00,7030,9400
2,28241,2019-10-22 18:08:00,3982,5071
2,28540,2019-10-15 19:09:00,54,4822
2,28576,2019-10-07 00:01:00,5412,3529
2,28828,2019-10-08 13:04:00,2957,1697
2,29183,2019-10-05 07:01:00,8506,8759
2,29515,2019-10-22 01:03:00,8904,8697
2,29538,2019-10-24 20:07:00,4105,2176
2,29699,2019-10-18 16:02:00,4228,5098
2,30076,2019-10-06 11:11:00,8190,9226
2,30134,2019-10-10 07:08:00,4087,9649
2,30577,2019-10-17 21:10:00,8258,7411
2,30695,2019-10-16 04:07:00,7605,3574
2,30932,2019-10-24 01:07:00,9851,6604
2,31768,2019-10-08 05:10:00,747,5553
2,31945,2019-10-04 19:06:00,4528,999
2,32101,2019-10-30 11:04:00,5447,3620
2,33301,2019-10-28 00:07:00,9863,12
2,33515,2019-10-17 20:07:00,8051,6083
2,33598,2019-10-14 04:02:00,3430,6249
2,34090,2019-10-18 17:03:00,4110,2181
2,34556,2019-10-08 13:09:00,4105,2176
2,35022,2019-10-22 23:05:00,2200,8791
2,35432,2019-10-25 21:03:00,4533,1081
2,35455,2019-10-02 12:12:00,205,6191
2,35477,2019-10-11 23:01:00,6649,4306
2,35559,2019-10-31 17:10:00,680,8083
2,36182,2019-10-10 21:08:00,6256,1508
2,36731,2019-10-25 20:01:00,5883,1252
2,36915,2019-10-20 15:10:00,2530,4513
2,37544,2019-10-24 20:10:00,395,6127
2,37620,2019-10-29 20:04:00,9355,9907
2,37631,2019-10-25 04:09:00,3282,3969
2,37883,2019-10-06 15:12:00,3326,2915
2,37903,2019-10-06 19:06:00,7208,8272
2,38393,2019-10-10 03:04:00,630,2279
2,38876,2019-10-20 09:09:00,7988,7939
2,38943,2019-10-30 15:10:00,3091,1341
2,38969,2019-10-27 19:04:00,3190,376
2,39105,2019-10-16 14:10:00,4155,9384
2,39482,2019-10-23 10:09:00,4823,5619
2,39689,2019-10-13 18:04:00,688,8294
2,39817,2019-10-28 01:02:00,625,1438
2,39880,2019-10-12 02:02:00,237,4231
