sensor_id,oid,timestamp,Trash_type
351,9652,2019-10-02 13:08:00,Compost
351,9676,2019-10-03 22:06:00,Compost
351,9757,2019-10-20 09:12:00,Recycle
351,9798,2019-10-08 14:01:00,Landfill
351,9892,2019-10-08 13:01:00,Compost
351,10151,2019-10-05 12:02:00,Recycle
351,10651,2019-10-05 13:02:00,Compost
351,10945,2019-10-01 13:06:00,Compost
351,10997,2019-10-07 21:01:00,Compost
351,11039,2019-10-02 05:05:00,Landfill
351,11069,2019-10-03 04:12:00,Landfill
351,11078,2019-10-17 09:03:00,Compost
351,11266,2019-10-23 00:11:00,Recycle
351,11287,2019-10-11 07:11:00,Compost
351,11380,2019-10-28 18:07:00,Landfill
351,11429,2019-10-13 21:04:00,Landfill
351,11460,2019-10-01 21:02:00,Compost
351,11577,2019-10-20 12:11:00,Recycle
351,11683,2019-10-27 00:07:00,Recycle
351,12058,2019-10-23 13:02:00,Landfill
351,12089,2019-10-29 10:10:00,Landfill
351,12149,2019-10-17 18:11:00,Compost
351,12413,2019-10-28 13:07:00,Compost
351,12463,2019-10-19 14:06:00,Compost
351,12630,2019-10-14 09:03:00,Compost
351,12822,2019-10-02 20:06:00,Compost
351,12968,2019-10-26 15:02:00,Landfill
351,12977,2019-10-09 11:02:00,Compost
351,12985,2019-10-13 15:04:00,Landfill
351,13192,2019-10-11 21:07:00,Compost
351,13208,2019-10-15 03:06:00,Landfill
351,13543,2019-10-02 15:08:00,Compost
351,13732,2019-10-11 23:08:00,Compost
351,14480,2019-10-05 16:09:00,Recycle
351,14705,2019-10-24 12:06:00,Compost
351,14850,2019-10-30 02:05:00,Compost
351,14854,2019-10-06 23:09:00,Recycle
351,14936,2019-10-02 10:06:00,Landfill
351,15546,2019-10-10 23:10:00,Compost
351,15553,2019-10-18 02:05:00,Recycle
351,15584,2019-10-04 19:11:00,Landfill
351,16026,2019-10-06 19:04:00,Landfill
351,16081,2019-10-04 01:01:00,Landfill
351,16389,2019-10-24 01:05:00,Landfill
351,16411,2019-10-11 12:06:00,Compost
351,16863,2019-10-15 15:10:00,Compost
351,16940,2019-10-08 02:11:00,Landfill
351,16972,2019-10-29 12:12:00,Recycle
351,17012,2019-10-19 20:10:00,Compost
351,17156,2019-10-16 23:04:00,Recycle
351,17332,2019-10-25 23:07:00,Landfill
351,17355,2019-10-11 02:02:00,Landfill
351,17369,2019-10-30 07:01:00,Compost
351,18048,2019-10-11 20:07:00,Recycle
351,18627,2019-10-09 17:03:00,Recycle
351,18678,2019-10-22 13:10:00,Recycle
351,18706,2019-10-30 18:01:00,Landfill
351,18827,2019-10-25 23:05:00,Recycle
351,18869,2019-10-02 22:03:00,Recycle
351,19297,2019-10-25 20:09:00,Landfill
351,19408,2019-10-17 18:04:00,Compost
351,19887,2019-10-07 10:12:00,Recycle
351,20219,2019-10-08 23:02:00,Compost
351,20430,2019-10-09 08:08:00,Compost
351,21053,2019-10-08 21:12:00,Landfill
351,21191,2019-10-29 00:08:00,Landfill
351,21394,2019-10-17 22:01:00,Landfill
351,21432,2019-10-30 09:08:00,Compost
351,21540,2019-10-07 01:06:00,Landfill
351,21672,2019-10-16 21:03:00,Compost
351,21759,2019-10-19 16:08:00,Landfill
351,21809,2019-10-03 07:09:00,Compost
351,21935,2019-10-12 20:08:00,Landfill
351,21947,2019-10-15 22:03:00,Landfill
351,21955,2019-10-16 01:09:00,Recycle
351,22063,2019-10-19 10:10:00,Landfill
351,22205,2019-10-03 10:02:00,Recycle
351,22230,2019-10-29 00:09:00,Recycle
351,22264,2019-10-24 06:03:00,Landfill
351,22490,2019-10-27 22:08:00,Landfill
351,22560,2019-10-11 10:04:00,Landfill
351,23632,2019-10-07 21:03:00,Compost
351,24083,2019-10-04 07:08:00,Landfill
351,24396,2019-10-05 19:12:00,Landfill
351,24661,2019-10-03 07:08:00,Landfill
351,24889,2019-10-31 15:05:00,Landfill
351,25031,2019-10-07 10:12:00,Landfill
351,25112,2019-10-06 13:12:00,Compost
351,25158,2019-10-01 23:03:00,Compost
351,25398,2019-10-23 18:03:00,Landfill
351,25439,2019-10-08 08:12:00,Landfill
351,25636,2019-10-29 20:01:00,Compost
351,25776,2019-10-31 23:08:00,Recycle
351,25777,2019-10-01 05:01:00,Recycle
351,25887,2019-10-14 18:10:00,Compost
351,26035,2019-10-20 13:07:00,Landfill
351,26154,2019-10-01 16:03:00,Landfill
351,26352,2019-10-10 23:02:00,Recycle
351,26565,2019-10-29 07:11:00,Compost
351,26603,2019-10-26 19:04:00,Compost
351,26949,2019-10-14 03:11:00,Landfill
351,27175,2019-10-18 13:12:00,Compost
351,27219,2019-10-22 10:04:00,Compost
351,27402,2019-10-08 00:08:00,Recycle
351,27575,2019-10-02 18:09:00,Landfill
351,27906,2019-10-22 17:07:00,Compost
351,28021,2019-10-22 19:02:00,Landfill
351,28148,2019-10-28 14:06:00,Landfill
351,28301,2019-10-07 01:05:00,Compost
351,28471,2019-10-18 00:10:00,Recycle
351,28575,2019-10-02 18:09:00,Compost
351,28588,2019-10-31 08:03:00,Landfill
351,29094,2019-10-12 10:05:00,Landfill
351,29447,2019-10-20 11:09:00,Compost
351,30081,2019-10-29 22:03:00,Landfill
351,30214,2019-10-27 15:03:00,Compost
351,30245,2019-10-09 15:02:00,Compost
351,30411,2019-10-18 17:04:00,Landfill
351,30503,2019-10-31 09:08:00,Landfill
351,30686,2019-10-30 23:12:00,Recycle
351,30839,2019-10-21 23:07:00,Recycle
351,30961,2019-10-13 19:11:00,Compost
351,31235,2019-10-05 01:05:00,Landfill
351,31399,2019-10-24 23:08:00,Landfill
351,31700,2019-10-14 20:08:00,Compost
351,31718,2019-10-16 00:04:00,Compost
351,31727,2019-10-12 12:01:00,Landfill
351,32288,2019-10-20 04:09:00,Recycle
351,32444,2019-10-20 12:07:00,Compost
351,32453,2019-10-20 04:08:00,Compost
351,32674,2019-10-15 22:05:00,Recycle
351,33052,2019-10-19 05:12:00,Compost
351,33131,2019-10-14 01:08:00,Recycle
351,33174,2019-10-16 04:12:00,Landfill
351,33202,2019-10-25 18:01:00,Compost
351,33334,2019-10-15 10:06:00,Compost
351,33550,2019-10-03 06:11:00,Compost
351,33618,2019-10-07 04:08:00,Landfill
351,33855,2019-10-09 15:07:00,Compost
351,34132,2019-10-27 09:10:00,Landfill
351,34611,2019-10-17 12:04:00,Landfill
351,34646,2019-10-05 14:08:00,Landfill
351,34672,2019-10-14 02:05:00,Landfill
351,34788,2019-10-26 19:06:00,Landfill
351,34905,2019-10-18 01:03:00,Compost
351,35097,2019-10-23 11:10:00,Recycle
351,35277,2019-10-21 01:07:00,Compost
351,35307,2019-10-23 16:11:00,Compost
351,35446,2019-10-26 21:02:00,Compost
351,35573,2019-10-29 21:06:00,Recycle
351,35614,2019-10-26 11:11:00,Compost
351,35774,2019-10-23 09:01:00,Compost
351,36047,2019-10-08 14:05:00,Recycle
351,36080,2019-10-25 03:05:00,Recycle
351,36402,2019-10-11 04:05:00,Landfill
351,36457,2019-10-15 17:05:00,Recycle
351,36592,2019-10-17 11:12:00,Compost
351,36758,2019-10-05 04:05:00,Compost
351,36875,2019-10-14 06:06:00,Recycle
351,37022,2019-10-06 04:08:00,Compost
351,37295,2019-10-10 16:04:00,Recycle
351,37550,2019-10-19 04:04:00,Landfill
351,37584,2019-10-18 10:11:00,Compost
351,37770,2019-10-02 11:07:00,Compost
351,38268,2019-10-26 08:03:00,Landfill
351,38459,2019-10-30 15:09:00,Recycle
351,38471,2019-10-20 07:08:00,Compost
351,38538,2019-10-07 00:08:00,Landfill
351,38692,2019-10-07 12:03:00,Recycle
351,38730,2019-10-01 00:11:00,Recycle
351,38809,2019-10-26 08:11:00,Recycle
351,38902,2019-10-19 21:10:00,Recycle
351,38934,2019-10-09 16:10:00,Landfill
351,39188,2019-10-02 02:05:00,Compost
351,39235,2019-10-12 08:03:00,Compost
351,39728,2019-10-01 18:05:00,Landfill
351,39813,2019-10-01 11:11:00,Compost
351,39908,2019-10-07 03:08:00,Landfill
351,39961,2019-10-10 07:08:00,Compost
351,39976,2019-10-12 20:08:00,Landfill
351,40119,2019-10-06 10:10:00,Compost
351,40228,2019-10-27 07:03:00,Compost
351,40740,2019-10-12 10:04:00,Compost
351,40781,2019-10-29 13:11:00,Compost
351,41036,2019-10-11 03:10:00,Compost
351,41073,2019-10-15 11:03:00,Recycle
351,41110,2019-10-10 00:11:00,Recycle
351,41118,2019-10-31 22:07:00,Recycle
351,41345,2019-10-16 03:09:00,Landfill
351,41434,2019-10-22 06:02:00,Recycle
351,41629,2019-10-28 11:05:00,Recycle
351,41957,2019-10-16 04:08:00,Recycle
351,42173,2019-10-16 17:07:00,Landfill
351,42315,2019-10-17 06:01:00,Landfill
351,42680,2019-10-26 07:12:00,Landfill
351,43185,2019-10-07 08:04:00,Recycle
351,43247,2019-10-31 03:12:00,Recycle
351,43397,2019-10-23 04:04:00,Recycle
351,43401,2019-10-24 11:09:00,Compost
351,43413,2019-10-20 01:02:00,Landfill
351,44166,2019-10-12 12:12:00,Compost
351,44196,2019-10-04 06:01:00,Compost
351,44345,2019-10-21 15:11:00,Compost
351,44354,2019-10-28 07:04:00,Landfill
351,44511,2019-10-28 07:02:00,Recycle
351,44633,2019-10-19 17:04:00,Compost
351,44656,2019-10-22 14:10:00,Recycle
351,45116,2019-10-10 15:02:00,Landfill
351,45201,2019-10-31 19:07:00,Landfill
351,45288,2019-10-04 07:02:00,Landfill
351,45432,2019-10-07 13:07:00,Recycle
351,45433,2019-10-09 22:07:00,Landfill
351,45583,2019-10-18 04:06:00,Compost
351,45629,2019-10-08 23:04:00,Landfill
351,45666,2019-10-16 04:09:00,Recycle
351,45827,2019-10-09 04:06:00,Compost
351,46000,2019-10-10 04:02:00,Landfill
351,46060,2019-10-25 10:02:00,Compost
351,46198,2019-10-02 15:06:00,Recycle
351,46354,2019-10-06 00:09:00,Compost
351,46386,2019-10-13 17:12:00,Recycle
351,46497,2019-10-08 09:07:00,Landfill
351,46695,2019-10-23 16:07:00,Compost
351,46763,2019-10-06 11:01:00,Recycle
351,46983,2019-10-16 06:09:00,Compost
351,47166,2019-10-04 02:09:00,Compost
351,47253,2019-10-24 23:12:00,Landfill
351,47283,2019-10-23 17:04:00,Recycle
351,47699,2019-10-09 00:10:00,Recycle
351,48100,2019-10-24 00:06:00,Compost
351,48482,2019-10-20 03:01:00,Recycle
351,48916,2019-10-21 18:04:00,Compost
351,49025,2019-10-07 13:11:00,Recycle
351,49101,2019-10-07 09:09:00,Compost
351,49197,2019-10-01 22:06:00,Recycle
351,49668,2019-10-15 17:03:00,Compost
351,49770,2019-10-31 09:01:00,Recycle
351,49943,2019-10-09 23:09:00,Landfill
352,108,2019-10-31 21:08:00,Landfill
352,267,2019-10-10 21:05:00,Compost
352,435,2019-10-24 08:03:00,Compost
352,451,2019-10-27 04:03:00,Recycle
352,642,2019-10-03 15:09:00,Compost
352,686,2019-10-27 12:12:00,Recycle
352,757,2019-10-06 20:03:00,Recycle
352,914,2019-10-28 21:11:00,Landfill
352,1421,2019-10-06 16:07:00,Landfill
352,1694,2019-10-22 17:08:00,Landfill
352,1746,2019-10-04 21:01:00,Landfill
352,1984,2019-10-12 21:08:00,Landfill
352,2067,2019-10-02 09:09:00,Recycle
352,2217,2019-10-30 07:08:00,Landfill
352,2338,2019-10-05 00:07:00,Landfill
352,2515,2019-10-13 13:02:00,Recycle
352,2524,2019-10-25 08:07:00,Compost
352,2954,2019-10-22 02:05:00,Recycle
352,3093,2019-10-17 20:03:00,Compost
352,3169,2019-10-01 22:01:00,Landfill
352,3364,2019-10-26 18:02:00,Recycle
352,3493,2019-10-10 00:06:00,Compost
352,3782,2019-10-09 16:03:00,Landfill
352,3817,2019-10-05 18:08:00,Compost
352,3877,2019-10-20 09:08:00,Recycle
352,3893,2019-10-06 00:10:00,Recycle
352,4126,2019-10-19 07:10:00,Landfill
352,4135,2019-10-07 12:12:00,Compost
352,4162,2019-10-24 03:01:00,Recycle
352,4249,2019-10-06 17:01:00,Landfill
352,4294,2019-10-30 17:04:00,Recycle
352,4464,2019-10-22 18:02:00,Landfill
352,4527,2019-10-09 14:02:00,Landfill
352,4749,2019-10-01 00:06:00,Compost
352,5047,2019-10-22 05:01:00,Compost
352,5081,2019-10-14 06:11:00,Recycle
352,5325,2019-10-08 07:05:00,Compost
352,5441,2019-10-23 18:08:00,Recycle
352,5757,2019-10-10 19:12:00,Recycle
352,5844,2019-10-02 00:01:00,Recycle
352,5981,2019-10-02 14:02:00,Compost
352,6111,2019-10-26 02:01:00,Recycle
352,6173,2019-10-06 09:02:00,Recycle
352,6233,2019-10-01 10:05:00,Compost
352,6631,2019-10-19 01:07:00,Landfill
352,6968,2019-10-21 10:04:00,Landfill
352,7426,2019-10-23 08:11:00,Recycle
352,7458,2019-10-27 14:11:00,Compost
352,8104,2019-10-10 08:09:00,Compost
352,8338,2019-10-26 15:08:00,Compost
352,8345,2019-10-29 08:06:00,Compost
352,8395,2019-10-21 09:06:00,Recycle
352,8819,2019-10-23 22:04:00,Recycle
352,9239,2019-10-31 13:03:00,Landfill
352,9347,2019-10-21 04:03:00,Compost
352,9652,2019-10-13 14:07:00,Recycle
352,10164,2019-10-01 12:10:00,Compost
352,10201,2019-10-20 08:09:00,Landfill
352,10232,2019-10-08 13:11:00,Compost
352,10430,2019-10-31 22:01:00,Compost
352,10722,2019-10-06 21:01:00,Recycle
352,11040,2019-10-09 00:07:00,Recycle
352,11124,2019-10-24 10:12:00,Recycle
352,11442,2019-10-16 23:01:00,Landfill
352,11743,2019-10-19 08:06:00,Compost
352,11752,2019-10-03 22:09:00,Landfill
352,11779,2019-10-26 00:07:00,Recycle
352,11967,2019-10-22 04:08:00,Recycle
352,12192,2019-10-08 10:08:00,Landfill
352,12477,2019-10-07 17:02:00,Recycle
352,12484,2019-10-17 00:06:00,Compost
352,12811,2019-10-05 03:11:00,Landfill
352,13248,2019-10-15 01:01:00,Recycle
352,13689,2019-10-06 11:04:00,Landfill
352,13790,2019-10-04 11:10:00,Recycle
352,13825,2019-10-01 14:11:00,Compost
352,13852,2019-10-26 21:01:00,Compost
352,14574,2019-10-12 03:07:00,Landfill
352,14678,2019-10-12 04:09:00,Compost
352,14682,2019-10-25 18:11:00,Landfill
352,14928,2019-10-26 13:02:00,Compost
352,15168,2019-10-04 07:12:00,Recycle
352,15333,2019-10-16 05:05:00,Recycle
352,15380,2019-10-16 14:12:00,Landfill
352,15598,2019-10-08 14:08:00,Recycle
352,15661,2019-10-15 11:09:00,Recycle
352,16004,2019-10-11 18:12:00,Compost
352,16065,2019-10-21 04:04:00,Landfill
352,16441,2019-10-05 09:12:00,Compost
352,16656,2019-10-05 08:10:00,Compost
352,16754,2019-10-21 21:12:00,Compost
352,16785,2019-10-06 17:02:00,Landfill
352,16794,2019-10-28 21:07:00,Recycle
352,17465,2019-10-20 11:06:00,Recycle
352,17498,2019-10-16 05:02:00,Compost
352,17641,2019-10-07 00:03:00,Recycle
352,18452,2019-10-17 08:12:00,Landfill
352,18600,2019-10-12 20:12:00,Landfill
352,18611,2019-10-20 04:09:00,Recycle
352,18994,2019-10-05 20:10:00,Recycle
352,19128,2019-10-18 23:12:00,Compost
352,19178,2019-10-05 08:08:00,Landfill
352,19227,2019-10-25 11:05:00,Recycle
352,19634,2019-10-14 03:01:00,Recycle
352,19678,2019-10-02 19:09:00,Recycle
352,19862,2019-10-10 00:10:00,Compost
352,19906,2019-10-23 15:03:00,Compost
352,20142,2019-10-16 07:12:00,Landfill
352,20157,2019-10-25 17:11:00,Landfill
352,20387,2019-10-14 17:11:00,Compost
352,20604,2019-10-13 13:02:00,Recycle
352,20693,2019-10-31 05:08:00,Recycle
352,20805,2019-10-15 07:01:00,Compost
352,21248,2019-10-01 03:10:00,Compost
352,21293,2019-10-15 10:10:00,Landfill
352,21383,2019-10-02 07:08:00,Compost
352,21574,2019-10-30 16:01:00,Compost
352,21694,2019-10-09 08:08:00,Landfill
352,21876,2019-10-06 15:09:00,Landfill
352,21932,2019-10-11 16:09:00,Recycle
352,22177,2019-10-13 18:10:00,Compost
352,22385,2019-10-19 20:05:00,Compost
352,22609,2019-10-03 17:05:00,Compost
352,22640,2019-10-19 06:12:00,Recycle
352,22734,2019-10-19 03:09:00,Landfill
352,23294,2019-10-19 02:01:00,Compost
352,24015,2019-10-24 13:01:00,Recycle
352,24151,2019-10-10 02:03:00,Landfill
352,24229,2019-10-28 12:09:00,Compost
352,24456,2019-10-06 21:03:00,Recycle
352,24460,2019-10-05 05:11:00,Recycle
352,24520,2019-10-07 02:01:00,Recycle
352,24891,2019-10-18 10:10:00,Landfill
352,24927,2019-10-04 23:10:00,Compost
352,24989,2019-10-21 05:03:00,Landfill
352,25101,2019-10-06 15:07:00,Landfill
352,25349,2019-10-16 05:08:00,Landfill
352,25478,2019-10-09 23:09:00,Recycle
352,25613,2019-10-24 17:12:00,Compost
352,26150,2019-10-18 19:09:00,Landfill
352,26558,2019-10-29 20:12:00,Compost
352,26588,2019-10-28 22:08:00,Landfill
352,26620,2019-10-01 16:08:00,Landfill
352,26764,2019-10-26 01:09:00,Recycle
352,26783,2019-10-02 09:03:00,Recycle
352,26846,2019-10-04 09:05:00,Recycle
352,26939,2019-10-18 02:02:00,Recycle
352,26962,2019-10-29 06:04:00,Landfill
352,27021,2019-10-12 14:08:00,Recycle
352,27095,2019-10-15 00:06:00,Landfill
352,27267,2019-10-12 18:04:00,Recycle
352,27361,2019-10-23 18:10:00,Recycle
352,27543,2019-10-13 17:07:00,Recycle
352,27902,2019-10-03 10:08:00,Compost
352,28160,2019-10-02 01:11:00,Recycle
352,28183,2019-10-05 10:12:00,Landfill
352,28205,2019-10-26 01:10:00,Recycle
352,28684,2019-10-08 03:05:00,Landfill
352,28796,2019-10-09 10:06:00,Recycle
352,29240,2019-10-29 18:09:00,Recycle
352,29308,2019-10-27 12:06:00,Compost
352,29540,2019-10-18 02:04:00,Compost
352,29998,2019-10-04 08:05:00,Landfill
352,30023,2019-10-11 03:07:00,Landfill
352,30160,2019-10-30 14:05:00,Landfill
352,30318,2019-10-15 16:09:00,Recycle
352,30428,2019-10-10 15:09:00,Landfill
352,30751,2019-10-19 05:01:00,Recycle
352,30845,2019-10-29 12:04:00,Recycle
352,30941,2019-10-28 11:01:00,Compost
352,31309,2019-10-20 07:12:00,Landfill
352,31440,2019-10-23 10:10:00,Compost
352,31513,2019-10-28 07:05:00,Landfill
352,31746,2019-10-19 07:08:00,Landfill
352,32064,2019-10-21 04:06:00,Compost
352,32083,2019-10-13 09:11:00,Landfill
352,32301,2019-10-26 22:03:00,Recycle
352,32471,2019-10-25 03:04:00,Landfill
352,32593,2019-10-01 04:07:00,Landfill
352,32688,2019-10-22 00:02:00,Landfill
352,33037,2019-10-15 12:07:00,Landfill
352,33401,2019-10-09 05:09:00,Recycle
352,33409,2019-10-14 20:06:00,Compost
352,33480,2019-10-12 18:04:00,Landfill
352,33488,2019-10-26 02:01:00,Landfill
352,33810,2019-10-07 04:02:00,Landfill
352,33842,2019-10-13 18:03:00,Recycle
352,34009,2019-10-16 17:10:00,Landfill
352,34021,2019-10-15 06:09:00,Recycle
352,34083,2019-10-07 06:09:00,Compost
352,34182,2019-10-18 13:10:00,Landfill
352,34639,2019-10-15 10:09:00,Compost
352,34674,2019-10-23 23:10:00,Landfill
352,34765,2019-10-30 10:11:00,Recycle
352,35183,2019-10-24 08:05:00,Recycle
352,35203,2019-10-09 23:03:00,Recycle
352,35280,2019-10-02 15:07:00,Compost
352,35528,2019-10-13 15:10:00,Landfill
352,35671,2019-10-28 06:04:00,Compost
352,35958,2019-10-20 18:02:00,Compost
352,35975,2019-10-30 04:10:00,Compost
352,36048,2019-10-23 10:10:00,Landfill
352,36162,2019-10-19 00:12:00,Compost
352,36309,2019-10-13 16:04:00,Compost
352,36332,2019-10-17 21:06:00,Compost
352,36355,2019-10-02 20:04:00,Recycle
352,36390,2019-10-13 12:03:00,Landfill
352,36506,2019-10-01 19:11:00,Landfill
352,36610,2019-10-14 04:09:00,Recycle
352,37015,2019-10-12 16:01:00,Compost
352,37272,2019-10-18 14:11:00,Recycle
352,37380,2019-10-07 14:08:00,Recycle
352,37412,2019-10-21 18:04:00,Compost
352,37445,2019-10-20 22:05:00,Landfill
352,37676,2019-10-18 23:12:00,Compost
352,37826,2019-10-26 08:07:00,Recycle
352,37891,2019-10-07 13:07:00,Landfill
352,37997,2019-10-05 13:10:00,Landfill
352,38029,2019-10-03 00:03:00,Recycle
352,38046,2019-10-19 15:12:00,Recycle
352,38073,2019-10-19 07:03:00,Compost
352,38224,2019-10-12 18:04:00,Landfill
352,38273,2019-10-18 09:06:00,Landfill
352,38722,2019-10-25 21:06:00,Compost
352,38853,2019-10-29 18:01:00,Compost
352,38972,2019-10-18 03:04:00,Landfill
352,39131,2019-10-10 16:11:00,Compost
352,39208,2019-10-18 10:06:00,Landfill
352,39321,2019-10-04 03:11:00,Landfill
352,39599,2019-10-15 16:08:00,Landfill
352,39898,2019-10-01 21:03:00,Compost
352,40165,2019-10-03 04:05:00,Compost
352,40471,2019-10-25 17:03:00,Recycle
352,40510,2019-10-26 19:10:00,Landfill
352,41173,2019-10-04 08:05:00,Landfill
352,41238,2019-10-12 00:06:00,Recycle
352,41327,2019-10-24 18:10:00,Recycle
352,41435,2019-10-11 03:04:00,Compost
352,41636,2019-10-20 10:08:00,Recycle
352,41715,2019-10-28 11:10:00,Landfill
352,41921,2019-10-18 00:09:00,Compost
352,41946,2019-10-05 20:03:00,Compost
352,42034,2019-10-15 05:04:00,Landfill
352,42069,2019-10-02 07:05:00,Recycle
352,42086,2019-10-12 04:08:00,Compost
352,42117,2019-10-17 07:12:00,Landfill
352,42247,2019-10-07 23:07:00,Recycle
352,42302,2019-10-23 09:06:00,Compost
352,42400,2019-10-04 20:03:00,Compost
352,42535,2019-10-26 12:08:00,Recycle
352,42963,2019-10-21 07:02:00,Landfill
352,43246,2019-10-19 09:12:00,Compost
352,43578,2019-10-04 15:08:00,Landfill
352,43616,2019-10-26 07:09:00,Landfill
352,44101,2019-10-02 23:08:00,Landfill
352,44205,2019-10-12 18:04:00,Landfill
352,44224,2019-10-23 05:06:00,Recycle
352,44273,2019-10-22 06:11:00,Landfill
352,44312,2019-10-02 19:06:00,Landfill
352,44852,2019-10-05 02:06:00,Recycle
352,45287,2019-10-23 16:08:00,Landfill
352,45405,2019-10-31 08:10:00,Compost
352,45422,2019-10-29 09:07:00,Recycle
352,45473,2019-10-19 21:05:00,Compost
352,45500,2019-10-15 16:08:00,Landfill
352,45700,2019-10-26 15:07:00,Compost
352,46094,2019-10-25 17:09:00,Recycle
352,46272,2019-10-13 18:10:00,Recycle
352,46357,2019-10-06 23:08:00,Recycle
352,46794,2019-10-26 02:05:00,Recycle
352,46889,2019-10-03 20:08:00,Landfill
352,47166,2019-10-01 03:08:00,Landfill
352,47521,2019-10-14 21:12:00,Compost
352,47563,2019-10-22 21:04:00,Compost
352,47580,2019-10-01 04:07:00,Landfill
352,47617,2019-10-10 08:09:00,Recycle
352,47651,2019-10-29 18:03:00,Recycle
352,47854,2019-10-02 20:10:00,Landfill
352,47960,2019-10-15 00:08:00,Recycle
352,48125,2019-10-05 22:03:00,Landfill
352,48265,2019-10-13 00:06:00,Recycle
352,48375,2019-10-20 16:11:00,Landfill
352,48549,2019-10-07 01:08:00,Compost
352,48603,2019-10-18 10:08:00,Landfill
352,48649,2019-10-19 18:09:00,Recycle
352,48691,2019-10-25 07:11:00,Recycle
352,48955,2019-10-19 14:04:00,Compost
352,49095,2019-10-03 05:09:00,Compost
352,49177,2019-10-11 17:11:00,Recycle
352,49509,2019-10-27 11:10:00,Compost
352,49756,2019-10-19 05:02:00,Compost
352,49857,2019-10-02 17:12:00,Compost
352,49910,2019-10-25 14:11:00,Recycle
352,49946,2019-10-14 02:08:00,Compost
353,183,2019-10-05 03:06:00,Landfill
353,267,2019-10-23 15:01:00,Landfill
353,532,2019-10-18 14:01:00,Landfill
353,738,2019-10-06 03:07:00,Compost
353,762,2019-10-28 04:06:00,Landfill
353,912,2019-10-22 04:08:00,Compost
353,1207,2019-10-25 22:02:00,Landfill
353,1328,2019-10-18 19:06:00,Landfill
353,1410,2019-10-12 06:01:00,Compost
353,1544,2019-10-07 09:07:00,Compost
