sensor_id,oid,timestamp,Weight
201,25917,2019-10-13 04:11:00,39119
201,26038,2019-10-18 16:01:00,23315
201,26093,2019-10-16 23:10:00,21505
201,26130,2019-10-28 04:02:00,18194
201,26138,2019-10-04 10:10:00,41444
201,26175,2019-10-19 10:09:00,25947
201,26615,2019-10-26 06:08:00,41462
201,26654,2019-10-12 16:03:00,30891
201,26698,2019-10-30 06:01:00,9271
201,27459,2019-10-01 02:08:00,39739
201,27593,2019-10-23 00:12:00,57583
201,27787,2019-10-08 06:10:00,19232
201,27807,2019-10-11 02:05:00,48360
201,28167,2019-10-14 00:09:00,25018
201,28379,2019-10-27 18:11:00,55127
201,28626,2019-10-18 18:09:00,58160
201,28760,2019-10-05 17:06:00,31712
201,29198,2019-10-21 00:03:00,8628
201,29203,2019-10-16 08:10:00,35829
201,29259,2019-10-19 19:06:00,56934
201,29413,2019-10-26 12:03:00,41304
201,30034,2019-10-08 18:06:00,37395
201,30054,2019-10-10 03:09:00,13225
201,30228,2019-10-08 00:03:00,25395
201,30448,2019-10-08 10:03:00,40223
201,30730,2019-10-30 06:07:00,21384
201,30759,2019-10-20 00:08:00,48518
201,30967,2019-10-13 15:10:00,13797
201,31003,2019-10-31 05:10:00,37139
201,31328,2019-10-13 11:06:00,48808
201,31535,2019-10-11 17:05:00,1479
201,31650,2019-10-16 22:11:00,10468
201,31672,2019-10-24 07:10:00,24106
201,31694,2019-10-26 11:02:00,35210
201,31881,2019-10-24 21:03:00,50799
201,32045,2019-10-22 19:05:00,7817
201,32241,2019-10-09 21:09:00,32683
201,32269,2019-10-03 03:08:00,57610
201,32386,2019-10-26 19:07:00,14186
201,32533,2019-10-29 20:07:00,23984
201,32849,2019-10-20 01:02:00,13542
201,32857,2019-10-02 21:08:00,20004
201,33084,2019-10-29 23:04:00,20470
201,33128,2019-10-15 04:12:00,12126
201,33148,2019-10-23 09:11:00,15888
201,33160,2019-10-15 05:04:00,17757
201,33527,2019-10-10 19:10:00,7722
201,33662,2019-10-11 01:08:00,40487
201,33952,2019-10-25 22:10:00,11797
201,34053,2019-10-17 15:10:00,42900
201,34081,2019-10-06 21:01:00,21403
201,34196,2019-10-07 18:05:00,44546
201,34384,2019-10-22 02:08:00,25396
201,34534,2019-10-15 01:06:00,31512
201,34557,2019-10-01 16:07:00,44912
201,34600,2019-10-28 21:02:00,50580
201,34720,2019-10-08 01:09:00,23841
201,35215,2019-10-10 17:01:00,47618
201,35250,2019-10-12 08:08:00,27339
201,35296,2019-10-29 21:11:00,19267
201,35392,2019-10-03 01:08:00,48561
201,35438,2019-10-10 08:06:00,53292
201,35790,2019-10-21 22:09:00,33556
201,35992,2019-10-23 04:03:00,4321
201,36025,2019-10-24 17:08:00,41813
201,36146,2019-10-07 12:03:00,22769
201,36150,2019-10-20 16:01:00,4918
201,36708,2019-10-16 22:03:00,14022
201,36795,2019-10-11 10:07:00,21922
201,36825,2019-10-14 07:07:00,6290
201,37002,2019-10-15 05:11:00,13207
201,37211,2019-10-15 17:06:00,27689
201,37422,2019-10-12 04:12:00,5273
201,37553,2019-10-17 02:09:00,34461
201,37608,2019-10-02 13:02:00,38207
201,38019,2019-10-27 04:10:00,19027
201,38139,2019-10-15 05:09:00,11967
201,38443,2019-10-29 12:04:00,42990
201,38675,2019-10-20 16:08:00,38760
201,38685,2019-10-10 20:04:00,14405
201,38727,2019-10-11 13:01:00,56138
201,38838,2019-10-16 20:04:00,38739
201,38878,2019-10-09 00:12:00,54079
201,38974,2019-10-20 15:06:00,32942
201,39385,2019-10-13 10:09:00,26692
201,39548,2019-10-25 00:10:00,38184
201,39781,2019-10-09 20:12:00,10137
201,39787,2019-10-18 10:01:00,7597
201,39834,2019-10-10 01:04:00,10497
201,39846,2019-10-02 13:03:00,58023
201,40079,2019-10-02 04:07:00,39589
201,40208,2019-10-17 12:03:00,7488
201,40515,2019-10-23 01:09:00,6756
201,40720,2019-10-12 09:07:00,43948
201,40969,2019-10-25 17:10:00,32560
201,41073,2019-10-07 11:09:00,4512
201,41356,2019-10-16 14:09:00,50250
201,41406,2019-10-03 05:04:00,52910
201,41456,2019-10-03 12:03:00,45815
201,41508,2019-10-20 04:07:00,56659
201,41539,2019-10-20 01:07:00,18563
201,41908,2019-10-22 17:08:00,52173
201,41923,2019-10-15 20:04:00,41807
201,41925,2019-10-16 09:10:00,24036
201,42023,2019-10-22 00:02:00,29274
201,42295,2019-10-04 14:06:00,16141
201,42352,2019-10-26 22:06:00,8707
201,42611,2019-10-05 15:09:00,46226
201,42676,2019-10-10 23:09:00,33388
201,42678,2019-10-22 02:08:00,8866
201,43235,2019-10-12 04:08:00,52456
201,43315,2019-10-18 08:10:00,35842
201,43342,2019-10-29 17:01:00,51698
201,43471,2019-10-28 11:01:00,26850
201,43678,2019-10-06 10:06:00,25769
201,43699,2019-10-29 13:10:00,13859
201,43775,2019-10-24 03:03:00,53423
201,43933,2019-10-11 03:11:00,29020
201,43985,2019-10-21 22:11:00,20983
201,44027,2019-10-17 16:05:00,51743
201,44271,2019-10-18 00:06:00,44386
201,44592,2019-10-16 15:02:00,44572
201,44906,2019-10-22 22:09:00,34995
201,45484,2019-10-25 19:05:00,27503
201,45504,2019-10-01 12:12:00,30765
201,45768,2019-10-14 00:01:00,12400
201,45829,2019-10-07 04:12:00,2543
201,45990,2019-10-01 23:06:00,19486
201,46160,2019-10-07 07:11:00,14140
201,46355,2019-10-28 09:08:00,20280
201,46419,2019-10-19 22:09:00,59640
201,46518,2019-10-17 02:07:00,1288
201,46616,2019-10-03 08:04:00,17749
201,46621,2019-10-20 05:08:00,49841
201,47039,2019-10-13 04:03:00,48747
201,47173,2019-10-07 10:06:00,28475
201,47484,2019-10-21 05:08:00,16093
201,47627,2019-10-12 01:11:00,17096
201,47733,2019-10-18 10:10:00,26431
201,47871,2019-10-05 18:11:00,52357
201,47967,2019-10-27 12:08:00,55719
201,48018,2019-10-04 15:06:00,40385
201,48140,2019-10-22 13:02:00,31839
201,48228,2019-10-12 02:04:00,22952
201,48231,2019-10-18 07:03:00,22375
201,48238,2019-10-30 07:01:00,52589
201,48352,2019-10-18 10:06:00,48458
201,48608,2019-10-21 09:01:00,54506
201,49222,2019-10-09 13:03:00,54621
201,49304,2019-10-12 16:05:00,9827
201,49653,2019-10-10 18:09:00,48868
201,49659,2019-10-02 02:07:00,57039
201,49683,2019-10-27 21:07:00,11348
202,84,2019-10-08 07:12:00,39935
202,362,2019-10-29 09:11:00,1297
202,456,2019-10-30 10:09:00,8591
202,464,2019-10-16 00:10:00,47428
202,779,2019-10-06 12:02:00,3018
202,832,2019-10-21 12:09:00,33358
202,1102,2019-10-01 05:06:00,49940
202,1240,2019-10-11 00:11:00,57763
202,1249,2019-10-23 17:10:00,12901
202,1308,2019-10-01 10:01:00,5079
202,1317,2019-10-12 06:08:00,15162
202,1391,2019-10-27 21:05:00,40941
202,1534,2019-10-29 00:07:00,55912
202,1746,2019-10-13 17:01:00,48294
202,1777,2019-10-13 15:03:00,43819
202,1888,2019-10-01 21:01:00,17134
202,2136,2019-10-19 11:07:00,9131
202,2384,2019-10-15 13:02:00,36034
202,2518,2019-10-04 05:08:00,40842
202,2579,2019-10-17 19:08:00,15431
202,2765,2019-10-20 11:12:00,7105
202,2792,2019-10-13 03:09:00,34909
202,3122,2019-10-23 05:04:00,30354
202,3240,2019-10-02 00:04:00,27400
202,3986,2019-10-11 03:10:00,15016
202,4000,2019-10-14 22:05:00,42223
202,4004,2019-10-06 12:11:00,28782
202,4061,2019-10-11 13:10:00,57499
202,4221,2019-10-19 11:01:00,37238
202,5224,2019-10-20 04:08:00,39514
202,5243,2019-10-21 07:12:00,4850
202,5697,2019-10-02 09:08:00,30128
202,6074,2019-10-24 03:02:00,51449
202,6864,2019-10-14 23:08:00,10437
202,6884,2019-10-01 08:11:00,58022
202,7406,2019-10-19 07:01:00,6821
202,7474,2019-10-22 07:12:00,24969
202,7642,2019-10-14 19:12:00,25697
202,7752,2019-10-10 02:11:00,33473
202,8300,2019-10-08 10:08:00,47907
202,8397,2019-10-31 09:05:00,9988
202,8456,2019-10-15 23:12:00,10976
202,9141,2019-10-28 20:10:00,57447
202,9153,2019-10-14 13:08:00,13599
202,9282,2019-10-19 20:07:00,55078
202,9301,2019-10-22 20:09:00,52407
202,9463,2019-10-05 05:05:00,26409
202,9611,2019-10-19 19:01:00,36135
202,9660,2019-10-06 06:04:00,6254
202,9815,2019-10-05 20:04:00,45331
202,9862,2019-10-10 00:06:00,10961
202,9942,2019-10-27 18:12:00,55371
202,10602,2019-10-08 04:08:00,37809
202,10629,2019-10-17 21:07:00,44518
202,10632,2019-10-18 16:06:00,34280
202,10790,2019-10-02 14:01:00,40082
202,10802,2019-10-28 06:11:00,1712
202,10807,2019-10-21 05:10:00,1250
202,10835,2019-10-18 22:02:00,29756
202,10860,2019-10-14 05:04:00,41289
202,10877,2019-10-29 04:09:00,49293
202,11506,2019-10-25 14:08:00,37162
202,11644,2019-10-28 16:05:00,28580
202,11742,2019-10-09 01:05:00,43389
202,11987,2019-10-31 19:03:00,13650
202,12004,2019-10-24 12:07:00,11658
202,12034,2019-10-14 04:04:00,58341
202,12170,2019-10-24 05:09:00,34975
202,12194,2019-10-21 14:03:00,17275
202,12339,2019-10-08 09:06:00,20841
202,12517,2019-10-01 16:09:00,46750
202,12557,2019-10-27 23:03:00,54939
202,12771,2019-10-16 19:07:00,8550
202,12863,2019-10-20 02:05:00,13816
202,12986,2019-10-08 20:02:00,45039
202,13073,2019-10-26 02:07:00,44510
202,13222,2019-10-01 17:02:00,14578
202,13258,2019-10-30 10:03:00,54353
202,13301,2019-10-07 00:02:00,57805
202,13399,2019-10-16 01:10:00,51242
202,13610,2019-10-17 19:06:00,34603
202,13829,2019-10-27 23:09:00,19624
202,13883,2019-10-14 16:12:00,14402
202,13956,2019-10-19 21:03:00,38659
202,14136,2019-10-30 13:12:00,50422
202,14771,2019-10-22 10:03:00,5509
202,14894,2019-10-28 22:03:00,46400
202,14965,2019-10-04 08:01:00,35310
202,15080,2019-10-13 08:02:00,41647
202,15278,2019-10-14 05:09:00,23328
202,15298,2019-10-20 05:10:00,54661
202,15501,2019-10-08 19:06:00,19510
202,15531,2019-10-21 04:05:00,21703
202,15538,2019-10-23 20:05:00,9640
202,15566,2019-10-31 00:10:00,45708
202,15793,2019-10-24 21:01:00,15885
202,16113,2019-10-15 17:08:00,8387
202,16161,2019-10-02 17:03:00,26663
202,16210,2019-10-10 08:02:00,59803
202,16211,2019-10-16 14:04:00,15506
202,16229,2019-10-01 08:10:00,12808
202,16285,2019-10-12 07:12:00,15305
202,16339,2019-10-06 16:04:00,2060
202,16520,2019-10-15 22:01:00,47462
202,16635,2019-10-23 11:09:00,41031
202,16710,2019-10-03 06:09:00,5691
202,16799,2019-10-12 16:11:00,31559
202,16856,2019-10-18 04:04:00,23841
202,17030,2019-10-11 11:07:00,45682
202,17058,2019-10-12 14:06:00,3984
202,17097,2019-10-17 06:01:00,4874
202,17118,2019-10-04 17:09:00,7582
202,17161,2019-10-04 09:07:00,37038
202,17509,2019-10-12 17:02:00,51026
202,17687,2019-10-24 02:05:00,16838
202,17856,2019-10-08 16:07:00,50557
202,18035,2019-10-10 06:09:00,5581
202,18202,2019-10-21 20:08:00,46952
202,18246,2019-10-22 14:06:00,48339
202,18438,2019-10-08 21:05:00,22521
202,18681,2019-10-27 09:12:00,22650
202,18694,2019-10-24 21:11:00,35008
202,19163,2019-10-21 04:02:00,56825
202,19237,2019-10-18 22:01:00,53247
202,19265,2019-10-24 03:05:00,52330
202,19531,2019-10-11 22:05:00,17520
202,20526,2019-10-28 07:12:00,22922
202,20554,2019-10-19 07:10:00,10005
202,20737,2019-10-20 07:03:00,12114
202,20837,2019-10-01 10:12:00,40794
202,21039,2019-10-03 13:01:00,51461
202,21219,2019-10-25 12:02:00,40938
202,21888,2019-10-17 11:12:00,9360
202,22062,2019-10-30 18:01:00,46877
202,22633,2019-10-08 18:06:00,50262
202,22709,2019-10-27 23:01:00,42637
202,22733,2019-10-26 02:09:00,3283
202,22893,2019-10-19 22:09:00,39769
202,23208,2019-10-21 14:12:00,27835
202,23267,2019-10-28 11:03:00,23837
202,23313,2019-10-15 22:10:00,4370
202,23389,2019-10-14 23:05:00,29247
202,23396,2019-10-15 16:03:00,33837
202,23716,2019-10-13 07:02:00,48509
202,23738,2019-10-15 13:04:00,3126
202,23755,2019-10-11 19:01:00,27903
202,24001,2019-10-11 15:08:00,58453
202,24191,2019-10-25 07:12:00,8117
202,24423,2019-10-29 17:08:00,31142
202,24563,2019-10-04 00:08:00,46087
202,24691,2019-10-12 14:12:00,56390
202,24894,2019-10-16 15:06:00,50182
202,25098,2019-10-20 17:07:00,35713
202,25145,2019-10-23 11:05:00,52852
202,25242,2019-10-27 14:04:00,55448
202,25356,2019-10-30 07:03:00,16318
202,25383,2019-10-04 19:03:00,6884
202,25403,2019-10-31 02:05:00,38436
202,25451,2019-10-10 06:06:00,26308
202,25452,2019-10-27 11:02:00,53987
202,25899,2019-10-21 20:11:00,21994
202,25992,2019-10-14 00:07:00,52686
202,25998,2019-10-25 18:12:00,5068
202,26102,2019-10-22 11:03:00,25804
202,26214,2019-10-11 23:08:00,11253
202,26318,2019-10-18 05:11:00,12417
202,26418,2019-10-13 15:07:00,52410
202,26666,2019-10-03 12:05:00,6698
202,26832,2019-10-15 12:02:00,45272
202,27040,2019-10-13 14:06:00,56824
202,27109,2019-10-11 16:10:00,37704
202,27284,2019-10-12 21:12:00,19411
202,27661,2019-10-24 00:08:00,23854
202,27968,2019-10-26 01:03:00,17224
202,28235,2019-10-15 00:11:00,29236
202,28237,2019-10-22 23:10:00,12649
202,28301,2019-10-31 22:12:00,20724
202,28691,2019-10-26 08:01:00,33456
202,28706,2019-10-04 20:05:00,19741
202,28818,2019-10-25 00:12:00,17754
202,29294,2019-10-20 19:06:00,1712
202,29298,2019-10-06 10:12:00,10189
202,30013,2019-10-20 00:09:00,3582
202,30124,2019-10-10 03:09:00,3974
202,30155,2019-10-25 18:12:00,22641
202,30345,2019-10-16 15:07:00,40424
202,30387,2019-10-19 07:06:00,7555
202,30509,2019-10-09 16:02:00,41696
202,31262,2019-10-06 22:11:00,25584
202,31360,2019-10-30 23:04:00,49528
202,31582,2019-10-17 22:11:00,43321
202,31603,2019-10-26 04:07:00,17666
202,31826,2019-10-20 19:06:00,56701
202,32246,2019-10-02 16:12:00,15130
202,32528,2019-10-12 17:11:00,12981
202,32632,2019-10-27 18:10:00,42851
202,32886,2019-10-11 23:12:00,24394
202,32906,2019-10-05 16:07:00,24490
202,32911,2019-10-18 15:06:00,9918
202,32985,2019-10-02 18:11:00,54664
202,33240,2019-10-13 23:05:00,57521
202,33287,2019-10-23 20:04:00,53248
202,33309,2019-10-24 18:11:00,4039
202,33358,2019-10-21 08:12:00,57866
202,33412,2019-10-17 05:05:00,32137
202,33481,2019-10-03 06:07:00,49943
202,33537,2019-10-02 13:11:00,9924
202,33562,2019-10-30 08:03:00,2118
202,34555,2019-10-22 10:05:00,49128
202,34873,2019-10-08 01:11:00,28353
202,34933,2019-10-31 12:03:00,16351
202,34957,2019-10-04 19:09:00,4440
202,35261,2019-10-11 15:08:00,53414
202,35613,2019-10-14 17:10:00,41325
202,35625,2019-10-23 09:07:00,48880
202,35640,2019-10-29 09:12:00,40115
202,36179,2019-10-22 16:11:00,5278
202,36242,2019-10-25 18:10:00,11963
202,36321,2019-10-14 00:08:00,17602
202,36448,2019-10-12 03:02:00,6281
202,36831,2019-10-28 17:09:00,51597
202,37009,2019-10-12 10:06:00,21489
202,37095,2019-10-16 17:01:00,2676
202,37178,2019-10-26 22:05:00,28475
202,37249,2019-10-09 04:03:00,56560
202,37293,2019-10-03 05:03:00,8020
202,37321,2019-10-31 18:05:00,55523
202,37545,2019-10-26 07:11:00,53684
202,37694,2019-10-08 10:09:00,14734
202,37697,2019-10-28 10:06:00,26104
202,37714,2019-10-04 17:02:00,55214
202,37896,2019-10-29 14:06:00,54620
202,37901,2019-10-18 18:02:00,42605
202,37935,2019-10-07 19:02:00,45030
202,38132,2019-10-10 12:04:00,27803
202,38357,2019-10-12 17:07:00,11836
202,38382,2019-10-12 06:09:00,29786
202,38953,2019-10-31 03:10:00,28603
202,39249,2019-10-04 15:05:00,2220
202,39377,2019-10-15 01:01:00,49935
202,39490,2019-10-07 18:02:00,56278
202,40206,2019-10-08 04:11:00,32501
202,40214,2019-10-14 01:12:00,25214
202,40255,2019-10-14 22:04:00,41738
202,40320,2019-10-28 23:12:00,7080
202,40386,2019-10-21 00:04:00,23531
202,40897,2019-10-29 13:12:00,5841
202,40980,2019-10-29 19:02:00,23141
202,41039,2019-10-30 17:11:00,48037
202,41063,2019-10-06 12:06:00,4892
202,41079,2019-10-20 14:02:00,41581
202,41110,2019-10-22 09:02:00,5516
202,41113,2019-10-30 20:06:00,48286
202,41327,2019-10-04 05:01:00,57607
202,41396,2019-10-20 10:01:00,16084
202,41422,2019-10-13 18:11:00,35524
202,41468,2019-10-28 09:01:00,33458
202,41790,2019-10-15 06:09:00,2427
202,41909,2019-10-14 22:01:00,41237
202,42091,2019-10-05 18:04:00,53350
202,42256,2019-10-02 13:06:00,20179
202,42321,2019-10-22 05:09:00,5524
202,42649,2019-10-18 17:09:00,13101
202,42720,2019-10-30 20:10:00,46792
202,42726,2019-10-18 06:09:00,34873
202,43015,2019-10-05 05:07:00,36912
202,43117,2019-10-07 05:02:00,2093
202,43156,2019-10-25 05:01:00,6109
202,43202,2019-10-14 15:08:00,32140
202,43328,2019-10-05 10:10:00,7313
202,43851,2019-10-25 03:11:00,6274
202,44256,2019-10-15 19:07:00,27770
202,44327,2019-10-03 15:11:00,30266
202,44387,2019-10-04 03:01:00,16538
202,44430,2019-10-18 01:06:00,16008
202,44603,2019-10-23 10:05:00,35941
202,44637,2019-10-30 05:04:00,33525
202,44642,2019-10-07 14:08:00,39591
202,45138,2019-10-29 17:05:00,13332
202,45473,2019-10-22 10:06:00,20752
202,45493,2019-10-30 23:04:00,47886
202,45563,2019-10-10 02:01:00,52046
202,45790,2019-10-15 16:08:00,38294
202,45837,2019-10-23 00:03:00,5256
202,45839,2019-10-27 06:09:00,22448
202,46040,2019-10-13 01:12:00,18170
202,46245,2019-10-27 08:05:00,36845
202,46349,2019-10-15 13:05:00,48129
202,46363,2019-10-28 16:09:00,47562
202,46392,2019-10-09 12:06:00,32236
202,46719,2019-10-21 20:03:00,31499
202,46924,2019-10-19 15:11:00,37629
202,47065,2019-10-28 03:10:00,13027
202,47182,2019-10-02 14:03:00,18866
202,47235,2019-10-15 17:05:00,22359
202,47269,2019-10-06 20:06:00,50155
202,47323,2019-10-17 16:01:00,43711
202,47571,2019-10-04 03:06:00,58965
202,47629,2019-10-03 02:07:00,55354
202,48099,2019-10-25 00:05:00,48704
202,48351,2019-10-12 05:07:00,9104
202,48363,2019-10-26 05:07:00,49156
202,48365,2019-10-03 20:02:00,47156
202,48573,2019-10-02 18:03:00,34042
202,48672,2019-10-04 23:05:00,58739
202,49161,2019-10-29 02:05:00,52423
202,49172,2019-10-14 01:02:00,14292
202,49328,2019-10-16 01:07:00,45963
202,49704,2019-10-12 12:12:00,20228
202,49743,2019-10-30 02:04:00,2658
203,21,2019-10-16 15:12:00,22446
203,32,2019-10-27 07:11:00,13867
203,36,2019-10-05 19:10:00,12484
203,109,2019-10-22 23:04:00,26713
203,153,2019-10-22 05:11:00,35892
203,431,2019-10-06 16:03:00,23023
203,540,2019-10-27 03:12:00,59462
203,698,2019-10-13 01:12:00,28817
203,983,2019-10-10 12:10:00,24027
203,1095,2019-10-20 16:01:00,33552
203,1581,2019-10-10 10:06:00,45484
203,1995,2019-10-23 13:09:00,49144
203,2098,2019-10-17 19:09:00,21851
203,2243,2019-10-18 19:06:00,51690
203,2253,2019-10-04 18:05:00,41574
203,2449,2019-10-12 08:06:00,23353
203,2909,2019-10-26 05:08:00,33626
203,3101,2019-10-23 23:04:00,32795
203,3134,2019-10-05 20:04:00,46913
203,3135,2019-10-12 20:08:00,14857
203,3191,2019-10-24 08:07:00,21976
203,3311,2019-10-29 08:08:00,45245
203,3374,2019-10-23 12:11:00,46331
203,3528,2019-10-21 04:05:00,30390
203,3763,2019-10-13 06:03:00,35390
203,3808,2019-10-13 21:05:00,33744
203,3885,2019-10-16 02:03:00,59069
203,3927,2019-10-29 03:01:00,51426
203,4411,2019-10-19 22:08:00,52525
203,4473,2019-10-23 04:05:00,37324
203,4640,2019-10-31 00:05:00,42657
203,5143,2019-10-04 05:10:00,3064
203,5321,2019-10-22 12:12:00,33953
203,5396,2019-10-25 05:01:00,23299
203,5625,2019-10-11 09:07:00,37477
203,5723,2019-10-19 15:05:00,4316
203,5924,2019-10-07 00:03:00,3169
203,5943,2019-10-09 14:05:00,56967
203,6134,2019-10-15 14:09:00,46198
203,6244,2019-10-02 21:05:00,17383
203,6249,2019-10-10 05:02:00,24478
203,6319,2019-10-16 00:04:00,49180
203,6711,2019-10-04 04:11:00,32189
203,7102,2019-10-11 03:12:00,36588
203,7412,2019-10-10 20:12:00,57882
203,7540,2019-10-21 14:03:00,30363
